probeid,GB_ACC
TaAffx.114269.1.S1_at,CA595919
TaAffx.114275.1.S1_at,CA595863
TaAffx.114276.1.S1_at,CA655768
TaAffx.114277.1.S1_at,CA595853
TaAffx.114278.1.S1_at,CA595809
TaAffx.114279.1.S1_at,CA595797
TaAffx.114279.1.S1_x_at,CA595797
TaAffx.114280.1.S1_at,CA595770
TaAffx.114282.1.S1_at,CA721650
TaAffx.114283.1.S1_at,CA595690
TaAffx.114284.1.S1_at,CA604691
TaAffx.114288.1.S1_at,BJ208705
TaAffx.114288.2.A1_at,BJ216129
TaAffx.114288.3.A1_at,CA634078
TaAffx.114290.1.S1_at,CA595578
TaAffx.114291.1.S1_at,CA595540
TaAffx.114295.1.S1_at,CK206308
TaAffx.114295.1.S1_x_at,CK206308
TaAffx.114295.2.S1_at,CA711222
TaAffx.114298.1.S1_at,BJ208781
TaAffx.114300.1.S1_at,CA595423
TaAffx.114301.1.S1_at,CA595392
TaAffx.114303.1.S1_s_at,BQ608693
TaAffx.114303.2.S1_at,BJ258672
TaAffx.114308.1.S1_at,CA595251
TaAffx.114309.1.S1_at,CA595237
TaAffx.114310.1.S1_at,CA628931
TaAffx.114311.1.S1_at,CA595160
TaAffx.114312.1.S1_x_at,CA595129
TaAffx.114317.1.S1_at,CA595026
TaAffx.114318.1.S1_at,CA594993
TaAffx.114319.1.S1_at,CA595044
TaAffx.114320.1.S1_at,CA594984
TaAffx.114324.1.S1_at,CA594933
TaAffx.114326.1.S1_at,CA596023
TaAffx.114327.1.S1_x_at,CA594010
TaAffx.114328.1.S1_at,CA594839
TaAffx.114329.1.S1_at,CA594831
TaAffx.11433.1.S1_at,BQ246753
TaAffx.114330.1.S1_at,CA594825
TaAffx.114332.1.S1_at,CA594773
TaAffx.114333.1.S1_at,CA741538
TaAffx.114334.1.S1_at,CA594753
TaAffx.114335.1.S1_at,CA594746
TaAffx.114337.1.S1_x_at,CA594721
TaAffx.114338.1.S1_at,CA727672
TaAffx.114339.1.S1_at,CA594694
TaAffx.114340.1.S1_at,CA594690
TaAffx.114343.1.S1_at,CA594680
TaAffx.114344.1.S1_at,CA594920
TaAffx.114344.1.S1_s_at,CA594920
TaAffx.114350.1.S1_at,CA594578
TaAffx.114351.1.S1_at,CA594533
TaAffx.114356.1.S1_at,BE492513
TaAffx.114357.1.S1_at,CA594486
TaAffx.114363.1.S1_at,CA700065
TaAffx.114365.1.S1_at,CA594353
TaAffx.114369.1.S1_at,CA594320
TaAffx.11437.1.S1_at,CD916477
TaAffx.11437.2.S1_at,CA700992
TaAffx.11437.3.S1_at,CA645425
TaAffx.114370.1.S1_at,CA594303
TaAffx.114373.1.S1_at,CA594243
TaAffx.114376.1.S1_at,CA594190
TaAffx.114380.1.S1_at,CA594098
TaAffx.114381.1.S1_at,CA594097
TaAffx.114383.1.S1_at,CA594029
TaAffx.114385.1.S1_at,CA594001
TaAffx.114388.1.S1_at,CA593929
TaAffx.114389.1.S1_at,CA597955
TaAffx.114390.1.S1_at,CA593923
TaAffx.114392.1.S1_at,CA593896
TaAffx.114393.1.S1_at,CA660200
TaAffx.114393.2.S1_x_at,CA593891
TaAffx.114394.1.S1_at,CA593883
TaAffx.114395.1.S1_at,CA593874
TaAffx.114397.1.S1_at,CA593825
TaAffx.114398.1.S1_at,CA593807
TaAffx.114399.1.S1_s_at,CA593798
TaAffx.114405.1.S1_at,BJ314801
TaAffx.114408.1.S1_at,CA593686
TaAffx.114410.1.S1_at,CA593661
TaAffx.114412.1.S1_at,CA593588
TaAffx.114414.1.S1_at,CA593581
TaAffx.114415.1.S1_at,CA593564
TaAffx.114418.1.S1_at,CA593502
TaAffx.114419.1.S1_at,CN008798
TaAffx.114420.1.S1_at,CA593478
TaAffx.114422.1.S1_at,CA646541
TaAffx.114423.1.S1_at,CA593417
TaAffx.114425.1.S1_at,CA593393
TaAffx.114426.1.S1_at,CA593368
TaAffx.114429.1.S1_at,CA716347
TaAffx.114429.2.S1_s_at,CA724079
TaAffx.114429.2.S1_x_at,CA724079
TaAffx.114431.1.S1_s_at,CA593239
TaAffx.114433.1.S1_at,CA593231
TaAffx.114436.1.S1_at,CA593183
TaAffx.114437.1.S1_at,CA593174
TaAffx.114445.1.S1_at,CA593061
TaAffx.114445.1.S1_x_at,CA593061
TaAffx.114447.1.S1_at,CN011130
TaAffx.114451.1.S1_at,CA592971
TaAffx.114454.1.S1_at,CA592914
TaAffx.114457.1.S1_at,CA592900
TaAffx.114458.1.S1_at,CA619532
TaAffx.114472.1.S1_at,CA657616
TaAffx.114473.1.S1_at,CA502531
TaAffx.1145.1.A1_at,CK211252
TaAffx.114538.1.S1_at,CA726369
TaAffx.114543.1.S1_at,CA647325
TaAffx.114551.1.S1_at,CA632648
TaAffx.114554.1.S1_at,BJ300228
TaAffx.114559.1.S1_x_at,CA501495
TaAffx.1146.1.S1_at,CK208034
TaAffx.114610.1.S1_at,CA659676
TaAffx.114626.1.S1_at,CA659073
TaAffx.114627.1.S1_at,CA604229
TaAffx.114659.1.S1_at,CA607037
TaAffx.114664.1.S1_at,CA599691
TaAffx.114664.2.A1_at,BJ274528
TaAffx.114664.3.S1_s_at,CA735933
TaAffx.114668.1.S1_at,CA661744
TaAffx.114668.2.S1_at,CA707853
TaAffx.114668.2.S1_x_at,CA707853
TaAffx.114677.1.S1_at,CA659671
TaAffx.114677.2.S1_s_at,CA593824
TaAffx.114684.1.S1_at,CA724085
TaAffx.114704.1.S1_at,CA729767
TaAffx.114725.1.S1_at,CA741143
TaAffx.114725.2.S1_at,CA605215
TaAffx.114752.1.S1_at,CF182124
TaAffx.114752.2.S1_at,CA698329
TaAffx.114767.1.S1_at,CA723425
TaAffx.114768.1.S1_at,CA617363
TaAffx.114770.1.S1_at,CA655604
TaAffx.114773.1.S1_at,BQ802653
TaAffx.114776.1.S1_at,BJ209577
TaAffx.114783.1.S1_at,CA659154
TaAffx.114790.1.S1_at,CD877265
TaAffx.114799.1.S1_at,CA714298
TaAffx.114823.1.S1_at,CA732761
TaAffx.114829.1.S1_at,CA734325
TaAffx.114842.1.S1_at,CA599937
TaAffx.114847.1.S1_at,BE425942
TaAffx.114853.1.S1_at,BJ291348
TaAffx.114881.1.S1_at,CA483929
TaAffx.114889.2.S1_at,BJ302447
TaAffx.114922.1.S1_at,CA726912
TaAffx.114925.1.S1_at,CF133462
TaAffx.114926.1.S1_at,BJ269920
TaAffx.114927.1.S1_at,CA699688
TaAffx.114927.1.S1_s_at,CA699688
TaAffx.114927.2.S1_at,CA695484
TaAffx.114962.1.S1_at,CA620423
TaAffx.115018.1.S1_at,CA486192
TaAffx.115031.1.S1_at,CA621563
TaAffx.115053.1.S1_at,CA620062
TaAffx.115053.1.S1_x_at,CA620062
TaAffx.115066.1.S1_at,CA616600
TaAffx.115066.1.S1_x_at,CA616600
TaAffx.115066.2.S1_at,CA618856
TaAffx.115074.1.S1_at,CA624123
TaAffx.11509.1.S1_at,CD904811
TaAffx.115102.1.S1_at,CA619048
TaAffx.115126.1.S1_at,CA618118
TaAffx.115144.1.S1_at,CA484641
TaAffx.115162.1.S1_at,CA626718
TaAffx.115165.1.S1_at,CA486591
TaAffx.115169.1.A1_at,CA484644
TaAffx.115179.1.S1_at,CA485544
TaAffx.115188.1.S1_at,CA484502
TaAffx.115199.1.S1_at,BJ308941
TaAffx.115199.2.S1_at,CA701235
TaAffx.115217.1.S1_at,CA624124
TaAffx.115239.1.S1_at,CA654931
TaAffx.115240.1.S1_at,BJ270543
TaAffx.115250.1.S1_at,BJ269146
TaAffx.115258.1.S1_at,BJ267337
TaAffx.115280.1.S1_at,CA659397
TaAffx.115283.1.S1_at,BG905775
TaAffx.115378.1.S1_at,CK217862
TaAffx.115431.1.S1_at,BG607952
TaAffx.115437.1.A1_at,BG607902
TaAffx.115437.1.A1_s_at,BG607902
TaAffx.115437.1.A1_x_at,BG607902
TaAffx.115488.1.S1_at,CA652872
TaAffx.115497.1.S1_at,CD907291
TaAffx.115505.1.S1_x_at,BJ295970
TaAffx.115505.2.S1_s_at,CA652405
TaAffx.115505.3.S1_at,CA663800
TaAffx.115505.3.S1_x_at,CA663800
TaAffx.115507.1.S1_at,BJ234489
TaAffx.115540.1.S1_at,BQ620635
TaAffx.115546.1.S1_at,CA615160
TaAffx.115578.1.S1_at,CA731980
TaAffx.115613.1.S1_at,CF182118
TaAffx.115613.2.S1_at,CA659260
TaAffx.115613.2.S1_s_at,CA659260
TaAffx.115622.1.S1_at,CA680824
TaAffx.115637.1.A1_at,CK208326
TaAffx.115637.1.A1_x_at,CK208326
TaAffx.115637.2.A1_at,BQ168665
TaAffx.115727.1.S1_at,BJ314247
TaAffx.115727.2.S1_s_at,CA715607
TaAffx.115792.1.S1_at,CA615969
TaAffx.115792.2.S1_at,CA647134
TaAffx.115795.1.A1_at,BQ902295
TaAffx.115796.1.S1_at,CA651978
TaAffx.115902.1.S1_at,CA661952
TaAffx.115905.1.S1_at,BJ207343
TaAffx.115917.1.S1_s_at,CA731402
TaAffx.115935.1.S1_x_at,AY596267.1
TaAffx.115939.1.S1_at,CD492152
TaAffx.115939.2.S1_at,CA677586
TaAffx.115954.1.S1_at,CA614008
TaAffx.115983.1.S1_at,CA685242
TaAffx.115985.1.S1_at,CD887690
TaAffx.115985.2.S1_s_at,BQ606839
TaAffx.115997.1.S1_at,AJ610848
TaAffx.115997.1.S1_s_at,AJ610848
TaAffx.115997.2.S1_at,BJ217292
TaAffx.115997.3.S1_at,BQ608861
TaAffx.115997.3.S1_s_at,BQ608861
TaAffx.115999.1.A1_at,BQ826577
TaAffx.116000.1.A1_at,BQ826576
TaAffx.116029.1.S1_at,CA661492
TaAffx.116041.1.S1_at,CA726832
TaAffx.116069.1.S1_at,CA702374
TaAffx.116069.2.S1_at,CA633073
TaAffx.116069.3.S1_at,CA593327
TaAffx.116069.4.S1_at,CA728440
TaAffx.116081.1.S1_x_at,CA731162
TaAffx.116089.1.S1_at,CF133348
TaAffx.116106.1.S1_at,BE429815
TaAffx.116114.1.S1_at,CA724847
TaAffx.116119.1.S1_at,CA652489
TaAffx.116140.1.S1_at,CA728150
TaAffx.116140.2.S1_at,CA593889
TaAffx.116144.1.S1_at,CA498760
TaAffx.116144.1.S1_x_at,CA498760
TaAffx.11615.1.S1_at,CA597283
TaAffx.11615.2.S1_at,BJ305140
TaAffx.11615.2.S1_s_at,BJ305140
TaAffx.11615.3.S1_at,CA632435
TaAffx.11615.4.A1_at,CA630455
TaAffx.11615.5.S1_at,CA638361
TaAffx.116158.1.S1_at,CA601334
TaAffx.116171.1.S1_at,CA707509
TaAffx.116175.1.S1_at,CA736273
TaAffx.116175.2.S1_at,BJ271598
TaAffx.116175.3.S1_at,CA652177
TaAffx.116197.1.S1_at,BQ743761
TaAffx.116233.1.S1_at,AL831286
TaAffx.116320.1.S1_at,CA661609
TaAffx.116357.1.A1_at,BJ275093
TaAffx.116369.1.S1_s_at,CD884412
TaAffx.116369.1.S1_x_at,CD884412
TaAffx.116369.2.S1_at,CA661844
TaAffx.116369.2.S1_x_at,CA661844
TaAffx.116378.1.S1_at,BJ306619
TaAffx.116379.1.S1_at,BE404767
TaAffx.116386.1.S1_at,CA676809
TaAffx.116407.1.S1_at,CD492093
TaAffx.116407.2.S1_at,CK207494
TaAffx.11641.1.S1_at,CK207516
TaAffx.11641.2.S1_at,CA659673
TaAffx.11644.1.S1_at,CD885826
TaAffx.116459.1.S1_at,CA728031
TaAffx.116468.1.S1_at,CA696388
TaAffx.116485.1.S1_at,CA720103
TaAffx.116491.1.S1_at,CA605687
TaAffx.116491.2.S1_at,CA639408
TaAffx.116491.3.S1_at,CA723241
TaAffx.116496.1.S1_at,CA693971
TaAffx.116506.1.S1_at,CA711176
TaAffx.116515.1.S1_at,AL826306
TaAffx.116536.3.S1_at,CA621830
TaAffx.116536.4.S1_at,CA609038
TaAffx.116549.1.S1_at,CA677622
TaAffx.116556.1.S1_at,CA707654
TaAffx.116570.1.S1_at,AL825027
TaAffx.116570.1.S1_s_at,AL825027
TaAffx.116570.1.S1_x_at,AL825027
TaAffx.116570.2.S1_at,CA684050
TaAffx.116577.1.S1_at,CA631626
TaAffx.116578.1.S1_at,AJ615504
TaAffx.116588.1.S1_at,CA711884
TaAffx.116600.1.S1_at,BJ226504
TaAffx.116604.1.S1_at,CD490483
TaAffx.116620.1.S1_at,CA680526
TaAffx.116704.1.S1_at,CA677020
TaAffx.116720.1.S1_at,CA606046
TaAffx.116733.2.S1_at,CA636245
TaAffx.116735.1.S1_at,CA609357
TaAffx.116754.1.S1_at,AB032123.1
TaAffx.116776.1.A1_at,AL822064
TaAffx.116833.1.S1_at,BJ260128
TaAffx.116834.1.S1_at,BJ220112
TaAffx.116835.1.S1_at,AJ612538
TaAffx.11684.1.S1_at,CA673847
TaAffx.11684.2.S1_at,CA671286
TaAffx.11684.2.S1_s_at,CA671286
TaAffx.116853.1.S1_at,BQ802677
TaAffx.116864.1.S1_at,CA720464
TaAffx.116865.2.S1_at,CA691106
TaAffx.116865.3.S1_at,CA662670
TaAffx.116866.1.S1_at,CA653080
TaAffx.116873.1.S1_at,BQ607583
TaAffx.116894.1.A1_at,CA648930
TaAffx.116894.1.A1_x_at,CA648930
TaAffx.116894.2.A1_at,CK164002
TaAffx.116915.1.S1_at,CA612667
TaAffx.116915.1.S1_s_at,CA612667
TaAffx.116915.2.S1_at,CA693866
TaAffx.116915.3.S1_at,CA698167
TaAffx.116919.1.S1_at,BJ271871
TaAffx.116923.1.S1_at,CA608103
TaAffx.116928.1.S1_at,BJ316882
TaAffx.116953.1.S1_at,CA651521
TaAffx.116958.1.S1_at,BJ236321
TaAffx.116975.1.S1_at,CA662235
TaAffx.116998.1.S1_at,CD935429
TaAffx.1170.1.S1_at,CK210809
TaAffx.117026.1.S1_at,CA649080
TaAffx.117026.1.S1_x_at,CA649080
TaAffx.117028.1.S1_s_at,BQ620804
TaAffx.117055.1.S1_at,BQ483749
TaAffx.117057.1.S1_s_at,CA719086
TaAffx.117057.2.S1_at,CA696542
TaAffx.117063.1.S1_at,CA692057
TaAffx.117072.1.S1_at,CA599300
TaAffx.117117.1.S1_at,BQ609964
TaAffx.117118.1.S1_at,BQ609957
TaAffx.117119.1.S1_at,BQ609956
TaAffx.117120.1.S1_at,BQ608896
TaAffx.117121.1.S1_at,CA692520
TaAffx.117122.1.S1_at,BQ609873
TaAffx.117127.1.S1_at,BQ607282
TaAffx.117130.1.S1_at,BQ609707
TaAffx.117131.1.S1_at,BQ609700
TaAffx.117132.1.S1_at,BQ609671
TaAffx.117133.1.S1_s_at,BQ609653
TaAffx.117133.1.S1_x_at,BQ609653
TaAffx.117134.1.S1_at,BQ609649
TaAffx.117139.1.S1_at,BQ609580
TaAffx.117140.1.S1_at,BQ609576
TaAffx.117141.1.S1_at,BQ609571
TaAffx.117142.1.S1_at,BQ609560
TaAffx.117143.1.S1_at,BQ609547
TaAffx.117145.1.S1_at,BJ321542
TaAffx.117147.1.S1_at,BQ609445
TaAffx.117149.1.S1_at,CA599744
TaAffx.117151.1.S1_at,BQ609310
TaAffx.117153.1.S1_at,BQ609268
TaAffx.117154.1.S1_at,BQ609263
TaAffx.117155.1.S1_at,CA734119
TaAffx.117155.2.S1_at,BQ609243
TaAffx.117156.2.S1_at,BQ609222
TaAffx.117156.2.S1_x_at,BQ609222
TaAffx.117156.3.S1_at,CA709106
TaAffx.117159.1.S1_at,BQ609130
TaAffx.117160.1.S1_s_at,BQ609123
TaAffx.117161.1.S1_at,BQ609119
TaAffx.117162.1.S1_at,BQ609117
TaAffx.117163.1.S1_at,BQ803494
TaAffx.117164.1.S1_at,BQ609067
TaAffx.117166.1.S1_at,BQ609050
TaAffx.117168.1.S1_at,BQ609007
TaAffx.117169.1.S1_at,BQ608980
TaAffx.117170.1.S1_at,BQ608963
TaAffx.117173.1.S1_at,BQ608944
TaAffx.117174.1.S1_at,BQ608917
TaAffx.117178.1.S1_at,BJ232547
TaAffx.117181.1.S1_at,BQ608807
TaAffx.117182.1.S1_at,BQ608783
TaAffx.117183.1.S1_at,BQ608746
TaAffx.117186.1.S1_at,BQ608727
TaAffx.117187.1.S1_at,BQ608724
TaAffx.117188.1.S1_at,BQ608715
TaAffx.117191.1.S1_at,BQ608682
TaAffx.117191.2.S1_at,CA682079
TaAffx.117192.1.S1_at,BQ608679
TaAffx.117193.1.S1_at,BQ608639
TaAffx.117195.1.S1_at,BQ608626
TaAffx.117197.1.S1_at,BQ608614
TaAffx.117198.1.S1_at,BQ608612
TaAffx.117199.1.S1_at,BQ608579
TaAffx.117199.1.S1_x_at,BQ608579
TaAffx.117200.1.S1_at,BQ608571
TaAffx.117201.1.S1_at,BQ608541
TaAffx.117202.1.S1_at,BQ608525
TaAffx.117209.1.S1_s_at,CA733978
TaAffx.117209.2.S1_at,BQ608453
TaAffx.117210.1.S1_at,BQ608452
TaAffx.117211.1.S1_at,BQ608434
TaAffx.117214.1.S1_at,BQ608930
TaAffx.117214.2.S1_at,CA734102
TaAffx.117214.2.S1_s_at,CA734102
TaAffx.117217.1.S1_at,BQ608283
TaAffx.117264.1.S1_at,CA700345
TaAffx.117275.1.S1_at,BQ607285
TaAffx.117278.1.S1_at,BQ607257
TaAffx.117280.1.S1_at,BQ607165
TaAffx.117285.1.S1_at,CD906752
TaAffx.117285.1.S1_x_at,CD906752
TaAffx.117288.1.S1_at,BQ607042
TaAffx.117290.1.S1_at,BQ607027
TaAffx.117296.1.S1_at,BQ606979
TaAffx.117300.1.S1_at,BQ606915
TaAffx.117301.1.S1_at,BQ606901
TaAffx.117303.1.S1_at,BJ313677
TaAffx.117305.1.S1_s_at,CA707474
TaAffx.117305.2.S1_at,BQ606872
TaAffx.117305.2.S1_s_at,BQ606872
TaAffx.117307.1.S1_at,BQ606845
TaAffx.117308.1.S1_at,BQ606838
TaAffx.117311.1.S1_at,BQ606820
TaAffx.117312.1.S1_s_at,BQ606803
TaAffx.117312.2.S1_x_at,CA716958
TaAffx.117314.1.S1_at,CK161437
TaAffx.117315.1.S1_at,CD885482
TaAffx.117316.1.S1_at,BQ606746
TaAffx.117318.1.S1_at,BQ606706
TaAffx.117318.1.S1_s_at,BQ606706
TaAffx.117321.1.S1_s_at,BQ606659
TaAffx.117321.1.S1_x_at,BQ606659
TaAffx.117327.1.S1_s_at,CA708218
TaAffx.117327.1.S1_x_at,CA708218
TaAffx.117328.1.S1_at,BQ606619
TaAffx.117333.1.S1_at,BQ606479
TaAffx.117335.1.S1_at,BQ606374
TaAffx.117343.1.S1_at,BQ606305
TaAffx.117344.1.S1_at,BQ606607
TaAffx.117345.1.S1_at,BQ606291
TaAffx.117346.1.S1_at,BQ606287
TaAffx.117354.1.S1_at,BQ606187
TaAffx.117358.1.S1_at,BQ606076
TaAffx.117361.1.S1_at,AW448106
TaAffx.117361.2.S1_at,BJ271986
TaAffx.117361.3.S1_s_at,BJ266877
TaAffx.117362.1.S1_at,BQ606032
TaAffx.117364.1.S1_at,BQ605944
TaAffx.117364.1.S1_x_at,BQ605944
TaAffx.117364.2.S1_at,CA703156
TaAffx.117368.1.S1_at,BQ605885
TaAffx.117369.1.S1_at,CA743853
TaAffx.117369.1.S1_x_at,CA743853
TaAffx.117373.1.S1_at,BQ605838
TaAffx.117375.1.S1_at,BQ605802
TaAffx.117376.1.S1_at,BQ605728
TaAffx.117382.1.S1_at,BQ605566
TaAffx.117390.1.S1_at,CA653146
TaAffx.11741.1.S1_at,CA736632
TaAffx.11742.1.S1_at,CA658774
TaAffx.117443.1.S1_at,CA697041
TaAffx.117450.1.S1_at,BQ578461
TaAffx.117450.2.S1_at,CA661137
TaAffx.117450.2.S1_s_at,CA661137
TaAffx.117460.1.S1_at,CA598530
TaAffx.117504.1.S1_at,CA632881
TaAffx.117519.1.S1_at,CK210880
TaAffx.117519.2.S1_at,CA741884
TaAffx.11752.1.S1_at,CA628257
TaAffx.117521.1.S1_at,BQ743382
TaAffx.117528.1.S1_at,CA633219
TaAffx.11755.1.S1_at,BJ283635
TaAffx.117566.1.S1_at,BJ318327
TaAffx.117571.1.S1_at,CA606307
TaAffx.117592.1.S1_at,CA654681
TaAffx.117607.1.S1_at,CD909356
TaAffx.117620.1.S1_at,CA662806
TaAffx.117624.1.S1_at,CA625474
TaAffx.117625.1.S1_at,CA614556
TaAffx.11763.1.A1_at,BQ170499
TaAffx.117638.1.S1_at,BJ273156
TaAffx.117638.2.S1_at,BJ234725
TaAffx.11764.1.S1_at,BQ170237
TaAffx.117641.1.S1_at,BJ310523
TaAffx.117651.1.S1_s_at,CA659377
TaAffx.117651.2.S1_at,CA612959
TaAffx.11766.1.S1_at,BJ311770
TaAffx.117665.1.S1_at,CA708244
TaAffx.117669.1.S1_at,CD886882
TaAffx.117676.1.S1_at,CA734178
TaAffx.11770.1.A1_at,BG314265
TaAffx.11787.1.S1_at,CA683860
TaAffx.117880.1.A1_at,BJ239785
TaAffx.117951.1.S1_at,CD933994
TaAffx.117956.1.S1_at,BQ606161
TaAffx.117971.1.S1_s_at,CA730429
TaAffx.117975.1.S1_s_at,CD886635
TaAffx.117988.1.S1_at,CA593634
TaAffx.118003.1.S1_at,BJ316332
TaAffx.118012.1.S1_s_at,CA695336
TaAffx.118013.1.S1_at,BE213639
TaAffx.118034.1.S1_at,CA740495
TaAffx.118041.1.S1_at,CA716786
TaAffx.118059.1.S1_at,CA600433
TaAffx.118060.1.S1_at,CA735116
TaAffx.118068.1.S1_at,CA620932
TaAffx.118084.1.S1_at,CD939794
TaAffx.118084.1.S1_x_at,CD939794
TaAffx.118092.1.S1_at,BJ256021
TaAffx.118107.1.S1_at,CD938116
TaAffx.118109.1.S1_at,CA733514
TaAffx.118109.1.S1_x_at,CA733514
TaAffx.11812.1.A1_at,BJ323186
TaAffx.11813.1.A1_at,BJ323124
TaAffx.118164.1.S1_at,BQ239225
TaAffx.118164.1.S1_x_at,BQ239225
TaAffx.118165.1.S1_at,CA633688
TaAffx.118169.1.S1_at,BJ292465
TaAffx.11817.1.A1_at,BJ322579
TaAffx.11820.1.S1_at,BJ322458
TaAffx.11821.1.S1_at,BJ322415
TaAffx.118210.1.S1_at,CA654871
TaAffx.118218.1.S1_at,CA680536
TaAffx.118264.1.A1_at,BQ237577
TaAffx.11828.1.A1_at,BJ322027
TaAffx.11830.1.A1_at,BJ321874
TaAffx.11831.1.A1_at,BJ321839
TaAffx.11832.1.S1_at,BJ321584
TaAffx.11835.1.A1_at,BJ321178
TaAffx.118353.1.A1_at,CK216262
TaAffx.118353.2.S1_at,CA596309
TaAffx.118361.1.S1_at,BF292814
TaAffx.118362.1.S1_at,BJ255726
TaAffx.11837.1.A1_at,BJ321133
TaAffx.11837.1.A1_s_at,BJ321133
TaAffx.11838.1.A1_at,BJ321093
TaAffx.118385.1.S1_at,CA729771
TaAffx.118397.1.A1_at,BQ170379
TaAffx.118399.1.A1_at,BQ170330
TaAffx.118401.1.A1_at,BQ170283
TaAffx.11842.1.A1_at,BJ320840
TaAffx.11842.2.S1_at,BJ315343
TaAffx.11843.2.A1_at,BJ320761
TaAffx.11843.3.A1_at,CA735589
TaAffx.11844.1.S1_at,BJ320563
TaAffx.11845.1.S1_at,BJ320513
TaAffx.118477.1.A1_at,BQ161214
TaAffx.118483.1.A1_at,BQ160961
TaAffx.118487.1.A1_at,BQ160912
TaAffx.118490.1.S1_at,CD900230
TaAffx.118490.2.S1_at,CA640495
TaAffx.118497.1.A1_at,BJ323247
TaAffx.118499.1.A1_at,BJ322944
TaAffx.11850.1.A1_at,BJ319744
TaAffx.118500.1.A1_at,BJ322851
TaAffx.118503.1.A1_at,BJ322547
TaAffx.118506.1.A1_at,BJ322512
TaAffx.11851.1.A1_at,BJ319415
TaAffx.118516.1.A1_at,BJ321819
TaAffx.11852.1.A1_at,BJ319407
TaAffx.118523.1.A1_at,BJ321544
TaAffx.118525.1.A1_at,BQ487408
TaAffx.118528.1.S1_at,BJ321352
TaAffx.118536.1.A1_at,BJ320868
TaAffx.118539.1.A1_at,BJ320457
TaAffx.11854.1.A1_at,BJ319131
TaAffx.118542.1.A1_at,BJ320296
TaAffx.118543.1.A1_at,BJ320269
TaAffx.118548.1.A1_at,BJ319849
TaAffx.118550.1.A1_at,BJ319688
TaAffx.118553.1.S1_at,BJ319550
TaAffx.118558.1.A1_at,BJ319274
TaAffx.118559.1.A1_at,BJ319067
TaAffx.11856.1.A1_at,BJ318985
TaAffx.118564.1.A1_at,BJ318798
TaAffx.118567.1.A1_at,BJ318706
TaAffx.118568.1.A1_at,BJ318698
TaAffx.118573.1.A1_at,BJ318470
TaAffx.118576.1.A1_at,BJ318415
TaAffx.118582.1.A1_at,BJ318171
TaAffx.118583.1.A1_x_at,BJ318108
TaAffx.118585.1.A1_at,BJ318007
TaAffx.118587.1.A1_at,CD902021
TaAffx.118590.1.S1_at,BJ317705
TaAffx.118591.1.S1_at,BJ317683
TaAffx.118593.1.S1_at,BJ317669
TaAffx.118593.1.S1_s_at,BJ317669
TaAffx.118595.1.S1_at,BJ317623
TaAffx.118596.1.S1_at,CD910797
TaAffx.118599.1.S1_at,BJ317411
TaAffx.11860.1.S1_s_at,BE403773
TaAffx.11860.2.S1_at,BJ318453
TaAffx.118600.1.S1_at,CA645517
TaAffx.118601.1.S1_at,BJ317257
TaAffx.118603.1.S1_at,BJ317189
TaAffx.118606.1.S1_at,BJ317129
TaAffx.118607.1.S1_s_at,BJ236275
TaAffx.118612.1.S1_at,BJ316859
TaAffx.118619.1.S1_at,BJ304558
TaAffx.11862.1.A1_at,BJ317883
TaAffx.11862.2.S1_at,BJ312397
TaAffx.118620.1.S1_at,BJ316617
TaAffx.118622.1.S1_at,BJ316550
TaAffx.118623.1.S1_at,BJ316530
TaAffx.118625.1.S1_at,CA692254
TaAffx.118625.1.S1_s_at,CA692254
TaAffx.118628.1.S1_at,BJ316279
TaAffx.118632.1.S1_at,BJ316094
TaAffx.118633.1.S1_at,AW448377
TaAffx.118635.1.S1_at,BJ316050
TaAffx.118641.1.S1_at,BJ315672
TaAffx.118642.1.S1_at,BJ315671
TaAffx.118643.1.S1_at,CA664454
TaAffx.118646.1.S1_at,BJ315491
TaAffx.118651.1.S1_at,BJ315275
TaAffx.118659.1.S1_at,BJ314814
TaAffx.118661.1.S1_at,CA727837
TaAffx.118664.1.S1_at,BJ314342
TaAffx.118665.1.S1_at,BJ303965
TaAffx.11867.1.A1_at,BJ317773
TaAffx.118672.1.S1_at,BJ309489
TaAffx.118683.1.S1_at,BJ313829
TaAffx.118684.1.S1_at,BJ313826
TaAffx.11869.1.S1_at,BJ317525
TaAffx.118694.1.S1_at,BJ313401
TaAffx.11870.1.S1_at,BJ317304
TaAffx.118707.1.S1_at,CA732473
TaAffx.118707.2.S1_at,BG907529
TaAffx.118709.1.S1_at,BJ313044
TaAffx.11871.1.S1_at,BJ316970
TaAffx.118712.1.S1_at,CD914698
TaAffx.118714.1.S1_at,BJ312789
TaAffx.118717.1.S1_at,CA640001
TaAffx.118723.1.S1_at,BJ312537
TaAffx.118727.1.S1_at,CA654219
TaAffx.118735.1.A1_at,BJ305439
TaAffx.118736.1.A1_at,BJ312062
TaAffx.118746.1.A1_at,BJ311526
TaAffx.118759.1.A1_at,BJ310692
TaAffx.11876.1.S1_s_at,BJ316777
TaAffx.118765.1.S1_at,BJ310345
TaAffx.118768.1.A1_at,BJ310103
TaAffx.11877.1.S1_at,BJ316676
TaAffx.118770.1.A1_at,BJ309835
TaAffx.118770.2.S1_at,BJ303926
TaAffx.118778.1.A1_at,BJ309361
TaAffx.118781.1.A1_at,BJ309015
TaAffx.118782.1.A1_at,BJ308989
TaAffx.118783.1.A1_at,BJ308969
